recid,givenname,surname,suburb,pc
5681413,leonie,sutcliffe,jimbour,4352
5337815,diane,fawcett,wodonga,3690
3453198,gwendoline,bailey,oakleigh south,3167
4239633,lorelle,turnbull,mount gravatt east,4122
1880343,ana,newnham,merriwa,6030
2404639,wendy,denton,mount kynoch,4350
3453216,roy,mauriello,highbury,5089
1749286,jennifer,prime,hillarys,6025
2011436,brian,day,coopers plains,4108
45365,dennis,rosolen,lismore heights,2480
2607157,george,cumbo,lane cove,2066
2061028,alan,short,winulta,5555
3715418,sebastiano,cockburn,bradfordville,2580
5157211,tasos,mcguckin,upper ferntree gully,3156
307553,lenore,mundy,heidelberg west,3081
3060067,christine,shanahan,wentworth falls,2782
5026153,victor,gabriel,plumpton,2761
176491,lisa,patterson,burrum heads,4659
831852,nancy,carmichael,bankstown,2200
5550464,libby,cowling,kangaroo flat,3555
176526,markus,napthali,port macquarie,2444
569750,virginia,neville,toowoomba,4350
45463,mei,bird,huskisson,2540
3322264,tamara,grivell,highbury,5089
2273698,judith,seeley,kilcunda,3995
6599076,nina,orfanidis,sunshine,3020
4370854,catherine,leane,port lincoln,5606
1356199,marian,hagar,donvale,3111
1487272,chien,foscaro,gray,0830
6468009,christine,westgate,westminster,6061
3453355,simon,vernon,kingsley,6026
569772,scott,young,eaglehawk,3556
2142643,john,biggins,ferntree gully,3156
2011573,satya,york,killara,2071
1487291,christine,bates,nhulunbuy,0880
2142653,jean,robertson,diddillibah,4559
3584446,mary,cossens,wynn vale,5127
3453382,maria,hodgetts,scottsdale,7260
5812681,peta,forster,wollstonecraft,2065
5288406,sheng,wheeler,pinnaroo,5304
5550562,margaret,gonzalez,mudgee,2850
438767,paul,walsh,bidwill,2770
831984,geraldine,allen,flagstaff hill,5159
5681650,helena,williams,holt,2615
5184937,albert,bapty,williamstown,3016
5419522,karen,farrar,white gum valley,6162
4502022,peter,trethewey,kureelpa,4560
3322377,beverly,winfry,hoxton park,2171
5250477,teresa,foster,toorak,3142
3977747,patrick,zastrow,canungra,4275
5550616,wendy,newing,lake munmorah,2259
5527496,leanne,ambrose,banora point,2486
1749535,warwick,strange,fairlight,2094
3060261,debra,bremner,sunshine,3020
1094183,geoffrey,cragg,rosewater,5013
5026348,daphne,merza,cabramatta west,2166
6468143,steven,leitch,padstow,2211
5163102,stuart,stedman,sisters creek beach,7325
3453494,wendy,stahlhut,armidale,2350
4371001,anthony,monley,armidale,2350
6337106,jillian,jolly,corio,3214
5419603,peter,brown,bentleigh east,3165
6206036,sue,ashton,leeming,6149
2142823,sandy,mcinally,hamilton,2303
4502126,garth,bell,llangothlin,2365
2798193,carolyn,redman,nelson bay,2315
6075008,thomas,burbury,hobart,7000
176776,alex,parker,parkes,2870
2405009,jennifer,kuzmic,hampton,3188
5026458,gaylene,rosales,boulder,6432
3977884,madrid,li,glen waverley,3150
990662,rachel,wstbook,kangaroo flat,3555
6075048,penelope,harris,collie,6225
6075050,dawn,mcvilly,acton,7170
1225388,katherine,black,gorokan,2263
6337201,benedict,cameron,tamworth,2340
3322546,patricia,davies,penrith south,2750
438970,grace,ashley,raby bay,4163
5419715,peter,pamungkas,greenacre,2190
1618636,josette,gallagher,buff point,2262
1487567,jodi,diamond,pyrmont,2009
963280,diane,kennedy,coonamble,2829
4764376,john,kow,roleystone,6111
6468316,william,mcdougall,mirrabooka,2264
1356512,marck,paterson,weipa,4874
3715815,christina,dow,brunswick,3056
1225448,peter,hadcroft,hayborough,5211
6206191,kimiko,duncan,ambarvale,2560
3191542,michael,nanayakkara,west pennant hills,2125
4764407,pamela,evans,hamilton,3300
6861560,kenneth,roberson,marrickville,2204
6821936,khanh,porter,gateshead,2290
4764422,lindy,graham,gnarwarre,3221
6337299,angela,wilson,mission beach,4852
1225494,rosalind,nicholls,bentleigh east,3165
6861600,leisa,maguire,montagu,7330
4371233,albert,shore,tumut,2720
1094447,aaron,chappell,paynesville,3880
3584816,marcus,clarke,goulburn,2580
308017,nancy,johnson,happy valley,5159
4633398,ronald,mckee,randwick,2031
4633402,kathleen,whitaker,helensvale,4210
2405195,tanya,verity,camberwell,3124
3060563,gail,cane,campbelltown,5074
6337368,maurice,teskera,gorokan,2263
4240227,denis,weh,toowoomba,4350
5157759,francis,murphy,moonah,7009
963456,mary,tran,marrickville,2204
1618819,john,walker,watsonia,3087
832388,ivan,jones,shelley,6148
1225612,brian,jay,melville,6156
1356686,fay,stafurik,eagle vale,2558
3847058,joan,barakat,georges hall,2198
5157790,richard,wilson,shenton park,6008
177056,heather,knappick,telegraph point,2441
1602375,rebecca,hewson,oak flats,2529
5419956,manuel,morrissey,melton,3337
308157,wendy,mardani,doncaster,3108
1881028,anne,murtagh,portland,3305
4240328,stephen,kosch,caramut,3274
5157835,peng,brown,brookvale,2100
5551058,jennifer,white,north rockhampton,4701
5026772,domenic,tinson,kardinya,6163
2012132,shirley,khan,roma,4455
6730729,matthew,foreman,narellan,2567
3191786,chong,prendergast,randwick,2031
832499,irina,barnes,euramo,4854
4371446,jennifer,williams,newtown,2042
6599675,janet,twemlow,koroit,3282
5288964,eric,coates,brighton,3186
5944325,beryl,atkinson,ballina east,2478
5682185,alasdair,walmsley,rivervale,6103
6206474,peter,evans,vermont,3133
963596,lester,allan,wanneroo,6065
3322900,lee,thomas,newstead,7250
1881109,jenny,spalding,macedon,3440
2536477,pamela,woistenholme,murray upper,4854
2929695,kevin,beaumont,yarralumla,2600
4633633,dorothea,fei,drummoyne,2047
3847203,kim,chan,kew,3101
6599723,lawrence,maguire,newport,3015
4502572,megan,gaudion,mareeba,4880
2929710,stewart,walker,tieri,4709
177216,john,richards,liverpool,2170
5813321,grant,fergusson,wynn vale,5127
2536526,martin,sapsford,east roseville,2069
4371544,beryl,jamieson,dalmeny,2546
5420121,jennifer,egan,warrnambool,3280
4240475,dennis,molnar,inverloch,3996
1225821,stefanie,saunders,busselton,6280
4502622,simon,healy,pascoe vale,3044
5813347,shirley,dunn,northam,6401
5289061,maureen,williams,grafton,2460
4371559,ronald,ryan,glen waverley,3150
5420142,elaine,faria,stretton,4116
5026928,martin,gastis,st albans,3021
5289074,di,west,roma,4455
2929783,michelle,platt,dicky beach,4551
5289085,maria,reid,albany,6330
2274436,gavan,zieth,kippa-ring,4021
2274460,norton,panzera,essendon,3040
2274461,darren,size,donvale,3111
4895902,catherine,mcveigh,freestone,4370
1881247,james,loftus,kellyville,2155
2798753,jody,gorry,lower plenty,3093
832674,renee,meaney,nollamara,6061
728604,chik,teakle,nuriootpa,5355
5420211,richard,gebru,taringa,4068
1488054,jan,cooke,nakara,0810
4240573,vincenzo,mcdermott,greensborough,3088
5158078,margaret,ntyuen,cabramatta,2166
177345,peter,rosel,deagon,4017
1750219,allan,griggs,mooroopna,3629
1881294,christina,poulos,maroubra,2035
4240593,christopher,jackson,hawthorndene,5051
4180174,judith,cooper,white rock,4868
5944535,brian,keamy,south yarra,3141
5420248,tammy,parkinson,millers point,2000
5158107,natasha,cutting,croydon,3136
5944543,deborah,smith,macquarie fields,2564
3060967,margaret,brady,epping,2121
4240618,irmgard,scaife,panton hill,3759
5420267,brent,parry,albany,6330
2012396,niky,klemenz,bell park,3215
2798830,sharon,davis,oakleigh south,3167
6468848,linda,rye,croydon,3136
586388,bettina,coppock,camden,2570
3524820,william,vallely,glen alpine,2560
3060988,matthew,morris,blackburn south,3130
1881342,trevor,ahmadi,modbury,5092
5682432,gwenda,tillman,budgewoi,2262
2929921,jeffrey,morris,whittlesea,3757
6206723,charles,wilking,cabramatta,2166
4240657,damion,jedwab,toorak,3142
6321027,warren,smith,lismore,2480
4896026,gwendoline,miragliotta,spearwood,6163
5158178,bradley,johnson,wauchope,2446
1750309,william,thompson,woogenilup east,6324
5119538,herbert,apiata,victoria point,4165
4748169,tristen,unverhau,rooty hill,2766
4765001,tony,willcox,mildura,3500
4158349,nathan,miras,torrens,2607
439632,giulio,davie,belmont,3216
3061073,pauline,coates,kyalite,2734
177507,craig,young,ulladulla,2539
5944676,nicola,cain,maroubra,2035
6337893,richard,gill,casino,2470
2454417,jackie,fyffe,moonah west,7009
3323244,irene,galea,laverton,3028
6015209,leanne,mccrae,bacchus marsh,3340
832888,trevor,vrsalkovska,yagoona,2199
1881468,lindsay,burgess,kings meadows,7249
3192193,raymond,bishop,upper coomera,4210
5420427,stephen,massey,parrearra,4575
5289356,kasminder,muso,heatley,4814
3061137,betty,williams,glenside,5065
3585427,sam,mckinnon,broadmeadows,3047
177558,andrew,pepe,mile end,5031
2274720,sushil,eyers,ermington,2115
2405810,ma'victoria,beilby,blacktown,2148
2667959,hien,buckley,the oaks,2570
5682635,marsali,karam,balmain,2041
4634060,eunice,sally,carlingford,2118
2930126,nola,ashton,ambarvale,2560
4109776,megan,harris,bundaberg,4670
4109795,yim,rogers,mordialloc,3195
3978725,pamela,henderson,kempsey,2440
2536938,timothy,kenward,kariong,2250
3585523,kerri,lin,beecroft,2119
4240893,francis,bell,dalwallinu,6609
2668030,david,hunter,cootamundra,2590
1226242,richard,smith,stockton,2295
3978758,ian,liesch,dundas valley,2117
2274829,beverley,araindia,fairfield,2165
4896281,yuen,garnham,caboolture,4510
6338086,rowland,randall,kilsyth,3137
4879281,kerry,osborne,camira,4300
2143802,john,martinez,bossley park,2176
702014,anna,cotterill,aloomba,4871
3323456,tony,nand,eight mile plains,4113
1886477,bernard,oglesby,temora,2666
6469207,imam,day,mylneford,2460
4765273,tonetta,fallico,eastwood,2122
2143834,debbie,hoskings,naracoorte,5271
5813854,alex,schultze,rosebud,3939
1619554,lynette,holmes,seaton,5023
2405993,robert,stewart,mount evelyn,3796
5944940,leena,randhauua,annandale,4814
1750640,sandra,rouhliadeff,sandy bay,7006
964212,suzanne,anung,morley,6062
1864638,jennifer,gabriele,diamond creek,3089
2274944,deborah,baigrie,sherwood,4075
702094,stephen,sadlo,wellington point,4160
833167,ken,buxton,port kennedy,6172
2930322,maureen,lo,west hoxton,2171
2799251,norma,lee,st leonards,2065
571033,rutinah,davis,kings langley,2147
5158556,david,wilson,moil,0810
3716766,cynthia,leppanen,winston hills,2153
4503201,desley,siakavelis,mount waverley,3149
2930340,elena,curtis,mulgrave east,3170
3716782,ingrid,murray,port macquarie,2444
1750704,cameron,blundell,dundas,2117
6731444,ahmed,muller,burwood,3125
1226423,lillian,wattle,mudgee,2850
4896441,vilma,standish,warwick,6024
1881790,gregory,loveridge,bowral,2576
1881793,heather,deschamps,nambour,4560
2143944,eun,clarke,mildura,3500
5813995,dianne,french,kirwan,4817
5420780,kevin,richardson,wavell heights,4012
1095406,ann,stimson,brighton south,5048
440050,brian,sampson,boronia,3155
1750773,theresa,philp,mount tamborine,4272
2012918,ernest,higgins,port macquarie,2444
3979010,betty,condon,elizabeth grove,5112
3454727,gerardo,gasteen,corinda,4075
248109,melissa,baum,glen iris,3146
1881873,jason,cooke,pyalong,3521
4241170,vinay,kemp,redhead,2290
2144019,kathleen,jack,blackstone heights,7250
3061528,emil,gibbins,springwood,2777
6076203,peter,stewart,georgetown,4871
4682717,wendy,dwyer,baxter,3911
3847985,mato,quinn,casula,2170
1095482,leonard,hall,cranbourne west,3977
2253655,mimi,jin,roselands,2196
46935,brendan,kelly,highton,3216
833369,cosmo,hawkins,bunbury east,6230
4896628,leanne,mixios,beverley park,2217
440190,brendon,cooper,elizabeth east,5112
5289866,graeme,teen,glen waverley,3150
2668429,trevor,allerton,st leonards,3223
685037,peter,quinlem,gordon park,4031
6338455,hazel,garland,victor harbor,5211
3717017,teresa,gallicchio,athelstone,5076
571300,xun,baker,port macquarie,2444
5289898,bao,laubsch,balgowan,5573
3717036,sarah,ellingsen,gladstone,4680
3323821,vince,carr,elwood,3184
2668464,laurel,bond,magill,5072
3585973,dale,cannell,orford,7190
6076345,joseph,dianita,woonona,2517
1619900,adrian,frazier,mudjimba,4564
2668480,glenn,darmody,jacana,3047
5027784,robba,kocher,wallsend,2287
4372429,stephen,heindl,giralang,2617
5158880,justin,emanuel,baulkham hills,2153
5945319,anna,mitchell,quinns rocks,6030
4634600,connie,grant,kerrie,3434
3586027,chuc,hunt,loganholme,4129
3979245,alfred,antonio,altona meadows,3028
5814261,geok,ford,naracoorte,5271
3743401,barbara,dungan,brunswick west,3055
3323901,anthony,youseff,burswood,6100
1882111,allan,horton,frenchs forest,2086
6469637,emilio,dean,tatton,2650
1357835,florence,mallen,sutherland,2232
5683233,arminada,mcewon,whyalla stuart,5608
5290018,anna,franssen,innaloo,6018
4503589,mignon,caruso,revesby,2212
2930729,wei,carkeet,slacks creek,4127
5814316,robert,ding,rydalmere,2116
571439,lilian,jovanovic,croydon park,5008
6600753,gassan,nowlan,coolgardie,6429
2275378,elizabeth,goldman,malvern,3144
3061811,young,rowe,urunga,2455
3061812,maria,hoolahan,ashbury,2193
3455030,anthony,hillyard,sandgate,4017
571447,wilma,bowden,emerald,4720
178235,panagiota,morssinkhof,dromana,3936
2668604,margaret,clow,nightcliff,0810
2406464,mary,moore,brinkin,0810
4503625,debra,paul,the oaks,2570
2144338,gail,mcquade,wesburn,3799
3192917,tien,martin,algester,4115
4110424,john,smith,hyde park,4812
4896859,peter,jamieson,stirling,5152
5683294,karla,mcghee,carina,4152
2013293,judith,fraser,wyong,2259
4241523,sheila,mayer,point vernon,4655
2930809,simon,burns,nhulunbuy,0880
6207612,betty,bailey,bunbury,6230
4110461,karol,jessup,murmungee,3747
571518,carol,dunstan,bauple,4650
5290114,annette,foster,redwood park,5097
3192976,edward,knight,singleton,2330
964753,dennis,lawrance,kilsyth,3137
6862996,susan,summerland,paradise point,4216
6207638,diane,brown,waramanga,2611
5027998,sharmaine,lantzke,berrimah,0828
3717285,alan,gibbs,malvern east,3148
2013353,deswald,mckenzie,glendalough,6016
6338730,donald,geddes,doubleview,6018
5421231,sara,melvin,randwick,2031
5421243,scott,elliott,new farm,4005
6863037,simon,yang,wattle park,5066
4901238,alex,craig,penshurst,2222
6863048,beryl,abbas,yagoona,2199
5945545,ahmad,hawes,tuncurry,2428
3717323,antonio,green,lara,3212
5159125,kaye,turner,wollstonecraft,2065
1358041,clete,mcallister,hallett cove,5158
309467,gerarda,zucal,duncraig,6023
1358044,nicholas,nguyen,south brisbane,4101
6863069,una,bell,broadmeadows,3047
2039504,scott,absolom,narrandera,2700
4634862,hamakantha,tan,belmore,2192
964852,jennifer,kam,kingsford,2032
4634869,lorraine,williams,randwick,2031
1227007,leanne,stokes,eastwood,2122
2406661,john,whillock,woonona,2517
1358089,chunhing,klehic,noble park,3174
5683481,samuel,weiner,st ives,2075
5814565,michael,matthews,lower templestowe,3107
1620264,athanasia,stewart,sandgate,4017
1227065,robert,darmanin,ryde,2112
1210551,andrew,rowling,inverell,2360
964930,helen,turner,stirling,5152
4634953,graham,denton,flagstone creek,4344
2931022,sonia,corica,geelong,3220
4241760,adelle,chambers,montrose,3765
5898047,stanislaw,palladinetti,brighton-le-sands,2216
4503908,peggy,muller,seven hills,2147
2013542,kazamierz,thomas,maldon,3463
440682,elizabeth,crowhurst,rosanna,3084
5028218,susan,moon,burren junction,2386
4897159,melissa,baker,kew,3101
6207885,anthony,valeriani,wanneroo,6065
2406807,ronald,alexanders,seven hills,2147
1096089,adam,hellyer,waratah west,2298
1489318,david,robertson,shelley,6148
4593058,dominic,robinson,beaumaris,3193
6364915,joan,frigo,caulfield south,3162
1489344,kevin,hodgins,caloundra,4551
2800070,christine,kingcott,kensington,2033
3848648,leanne,moncrieff,albany,6330
5814732,janet,shipard,gosnells,6110
4372943,john,williams,bakers hill,6562
5290450,andrew,essler,moe,3825
3324371,thelma,mudge,kew,3101
6601184,ian,dowling,north narrabeen,2101
4504038,danielle,hart,dutton park,4102
4897257,brad,wall,myall vale,2390
1358314,billie,richardson,belhus,6069
5421548,john,chuck,lugarno,2210
3979757,tuang,dimitrakakis,taylors lakes,3038
4372976,michael,abbott,golden square,3555
5683701,alice,waghorn,belair,5052
2935209,frederick,hair,horsham,3400
1489403,nanda,hamilton,footscray,3011
6601219,charles,jansen,whitton,2705
2406917,john,romeo,parafield gardens,5107
1620491,arthur,lazaridis,werribee,3030
3586575,william,o'shannessy,ferntree gully,3156
3193360,jean,sokolovic,marangaroo,6064
4766231,barbara,vellonio,five dock,2046
3848735,timothy,wood,burwood,3125
2406959,john,said,hoppers crossing,3029
5028408,walter,sullivan,glen waverley,3150
4110905,allan,whittred,kippa-ring,4021
6482900,dragan,perkins,belmont,2280
4110911,lisa,dowling,kingsford,2032
2275908,elaine,o'connor,moorooka,4105
5163446,nicola,brown,lakes entrance,3909
2275910,colin,hawthorne,pinnaroo,5304
5814862,angele,strong,morningside,4170
4635223,sunni,edwards,wattle glen,3096
6601306,jane,torres,ringwood,3134
703069,nicole,webster,myaree,6154
178786,rachel,zebian,parafield gardens,5107
4110954,shirley,roth,wurtulla,4575
965228,mary,plant,cedar grove,4285
5552750,alan,thaung,o'connor,2602
6863472,david,swann,west croydon,5008
1227378,maria,wyeth,bungundarra,4703
2275958,john,paterson,surfers paradise,4217
572024,david,klaffer,mount barker,6324
5185301,ena,stewart,mornington,3931
5028482,francis,clark,midway point,7171
685163,vince,schofield,heathcote,3523
3324561,dianne,donovan,st marys,2760
2669204,brian,hartnett,glenorchy,7010
2931352,ratnakar,cassidy,canowindra,2804
6208159,dianne,thoennes,yandina,4561
5421729,jane,coleman,sandringham,3191
834210,carolyn,clifford,kadina,5554
5159597,dennis,speed,hamilton,3300
4897455,ian,goldsworthy,bull creek,6149
178883,roni,mccormack,old junee,2652
4635343,qun,munro,seelands,2460
2407144,alec,fady,naremburn,2065
5028591,deirdre,faiva,glebe,2037
3193584,julian,zeng,auburn,2144
5884371,jose,elliott,gordonvale,4865
6470389,paul,stankic,lower templestowe,3107
3586817,paulette,hall,caringbah,2229
5946117,scarlett,tetley,karana downs,4306
4504333,irene,kang,northbridge,6003
4111121,howard,crouch,aberglasslyn,2320
2669336,john,milligan,karrinyup,6018
1882905,freda,bardsley,belimbla park,2570
3717925,june,allwright,forestville,2087
1751848,judith,fawcett,norman park,4170
3830919,edward,davies,darraweit guim,3756
2800432,mary,cook,greensborough,3088
965433,lloyd,carabott,st albans,3021
5797002,florence,priest,sunbury,3429
5028690,colin,carne,warragul,3820
965471,alexandra,seeberger,brighton east,3187
5946213,nigel,twine,new farm,4005
441190,alison,youles,manly west,4179
5028713,morris,kirchmann,bailey creek,4873
2276202,christian,smedley,chelsea heights,3196
834412,shane,mason,moil,0810
4504431,marlene,lee,como,6152
47985,gregory,herbig,belrose,2085
4111224,barbara,duncan,jingili,0810
4504445,hamish,henderson,carnarvon,6701
3718016,clinton,lin,carina,4152
5946241,bach,sweet,broken hill,2880
1227650,angela,pavlidis,doncaster,3108
3586947,gutyu,peacock,emu plains,2750
2014087,john,engel,fitzroy north,3068
