recid,givenname,surname,suburb,pc
2165970,mario,mollica,lalor,3075
5311705,patricia,coveny,concord,2137
855258,rajagopal,jamieson,shortland,2307
3869921,peter,south,emu plains,2750
5311715,navenka,burns,pialba,4655
2297064,patricia,manson,broadford,3658
2821359,peter,barwick,newnham,7248
855280,stuart,nicholas,brighton,3186
4656371,linda,harris,morang south,3752
6753528,mary,smith,deception bay,4508
5049601,corrine,patterson,cabramatta,2166
5180685,nicholas,mccosker,emerald,4720
1903893,paul,koro,green valley,2168
3222745,bridget,mellon,mill park,3082
2428184,james,carruthers,cranebrook,2749
1772831,joanne,bowden,cottage point,2084
6098208,brian,maybank,waterloo corner,5110
1248545,elizabeth,mansford,greystanes,2145
2559266,christopher,sheather,ryde,2112
6753576,christopher,mclachlan,redbank plains,4301
4132138,andrew,hibbard,tamworth,2340
5573932,paul,houldsworth,burpengary,4505
5573933,steven,neal,dubbo,2830
593198,john,kay,dicky beach,4551
1975058,janet,jones,midland,6056
462143,sarah,hibble,waterloo,2017
3476803,francine,eastham,rosebud,3939
68934,iris,underwood,mascot,2020
5836104,terry,bushell,maida vale,6057
986441,jason,kyte,oatley,2223
1510730,debra,craze,wellington,2820
4918603,joseph,douglass,birrong,2143
2952525,cheryl,sampson,moree,2400
6360402,anita,speakman,woolgoolga,2456
4730083,robert,forster,wollongong,2500
6229338,dino,cox,kardinya,6163
3870044,janet,o'mara,benowa,4217
2166114,steven,lane,box hill north,3129
2952548,anna,szuprytowski,bligh park,2756
4132220,irena,mellen,north ipswich,4305
3476861,joseph,dauber,eastern heights,4305
6360448,yulise,farrugia,little river,3211
1379715,janet,molloy,ashfield,2131
5232535,brian,west,baulkham hills,2153
4620866,mark,freeman,hurstbridge,3099
6444330,adrienne,tian,ultimo,2007
6229408,ellen,charalambous,maroubra,2035
6229417,kin,knight,surfers paradise,4217
4787631,joan,mann,willaston,5118
986553,michael,thornberry,orange,2800
3345851,julie,merlin,kallaroo,6025
2035137,roy,cheeke,brookvale,2100
5232545,vernon,overell,helensburgh,2508
3870157,jane,young,kamerunga,4870
200143,andrew,tyndall,griffith,2680
1904099,wendy,marshall,mooroopna,3629
198704,leanne,howell,somerton park,5044
5311978,ingrid,duffield,seacombe heights,5047
3345901,john,nelson,aroona,4551
5836294,nigel,bowman,dural,2158
2821662,pamela,johnson,carlton beach,7173
4787749,terrence,zupp,ingham,4850
6884907,naomi,pantazis,northcote,3070
986675,peter,edwards,wentworth falls,2782
1773122,kathryn,butcher,chermside,4032
2559556,erik,smith,callington,5254
3477061,ferdinand,phillips,pascoe vale,3044
6753863,kenneth,moloney,mount gravatt east,4122
1510992,anne,mullins,cumberland park,5041
6696208,edward,nankivell,drumanure,3636
2952804,rodney,thompson,worongary,4213
6884970,evelyn,roxburgh,moss vale,2577
819816,geoffrey,mcveigh,calista,6167
797971,roslyn,furlong,murrumbeena,3163
4263540,maria,wheeler,piora,2470
6098552,alan,diggins,northam,6401
3346045,james,penna,norwood,5067
986750,scott,parker,coldstream,3770
2428543,donald,guscott,west croydon,5008
2428544,gary,wise,toorbul,4510
3528640,michael,boyd,yamba,2464
1904258,valerie,shannon,stuarts point,2441
1773193,douglas,gacesa,middle park,4074
4467991,geoffrey,perkins,katherine,0850
5574284,thong,tinlin,bingara,2404
2035345,kitty,ryan,lindfield,2070
4525715,jack,smith,forest hill,3131
462493,david,lovell,dulwich hill,2203
6360741,terry,ryan,st arnaud,3478
2952883,peter,kerr,brighton,3186
4656826,mark,mcfarlane,erina,2250
6360765,brian,radoslovich,nairne,5252
2035397,james,middlebrook,bowral,2576
2952903,sanja,teliszczak,east maitland,2323
4525781,janice,hopkins,bunbury east,6230
462559,jan,baker,maroubra,2035
2035425,albert,worthington,eatons hill,4037
3084002,simon,abraham,sunnybank hills,4109
5494737,antoinette,pliatsiaris,clayton south,3169
3346153,kim,warby,lewisham,2049
593644,lynette,mitchison,abermain,2326
2297581,scott,sagun,doonside,2767
4132601,william,brown,narangba,4504
3346173,roy,hayden,dalmeny,2546
986878,lorraine,fries,maitland,5573
1642240,debbyjean,hudson,cobar,2835
1511169,keith,capper,baxter,3911
2829612,leanne,lewins,st helens,7216
5443342,eliseva,jones,eaton,6232
986896,ken,curtis,mackay,4740
4525843,jack,hocking,conmurra,5272
3084053,peter,fu,carlingford,2118
5181207,robert,howell,normanhurst,2076
200493,maneerat,sutton,balmain east,2041
5181231,dorota,martin,east maitland,2323
2690874,despina,cuddon,corowa,2646
2428738,margaret,dean,hallett cove,5158
4656969,vivienne,ji,kingsgrove,2208
5312333,judith,moody,north haven,5018
5967695,tamila,wood,forster,2428
724825,michelle,fouracre,rowville,3178
593760,peter,fabay,newtown,2042
2690913,katina,tapper,montrose,3765
4656998,geoffrey,kern,alice springs,0870
6193809,melissa,magin,taree,2430
1249136,carol,cartledge,deer park,3023
3870577,john,lynch,whyalla,5600
593781,gregory,dohan,freemans reach,2756
5967734,leo,sellick,abergowrie,4850
1380215,mau,armstron,box hill south,3128
1249150,thart,mcfarlane,kiama downs,2533
4394882,lilian,morphou,taylors lakes,3038
2166672,errol,dewar,greenbank,4124
987030,peter,battistel,cranbrook,4814
2690967,graham,douglas,caversham,6055
6098854,olivia,bourke,warrnambool,3280
3608487,margaret,frances,dolphin heads,4740
6492083,jane,goodbun,floraville,2280
2297783,neil,windred,stockton,2295
3739584,david,jack,nicholls,2913
4380662,gwendolene,jones,hackham west,5163
1999522,yvonne,wilde,cambridge park,2747
593880,leanne,loud,marsfield,2122
3739611,rakkael,moore,pottsville,2489
1118172,natanya,cox,sandy hollow,2333
1904608,craig,edwards,castlemaine,3450
69601,robert,hatten,norlane,3214
5056432,karen,watson,blackwall,7275
1708845,mervyn,langbecker,kallangur,4503
1249261,belinda,elliott,morley,6062
5443567,carmel,baram,coorparoo,4151
3332447,anh,cole,cobargo,2550
6361086,guy,vosailitis,sydenham,3037
5363714,abdulmalek,salgram,northcote,3070
5574673,mia,st lambert,mount lewis,2190
5705746,geoffrey,stirling,toowoomba,4350
5443607,warren,rasmussen,springhurst,3682
2166809,hien,stewart-jacks,sandringham,3191
2239834,brian,petty,eagle vale,2558
3084329,jennifer,rumball,torrens park,5062
4657209,debbie,lucas,pialba,4655
6361157,pernilla,marsh,coffs harbour,2450
3215436,frederick,chater,rosebud,3939
987215,alfredo,crouch,childers,4660
1773649,milad,meehan,montrose,3765
4526167,steven,braude,caulfield south,3162
6492251,lynne,evans,richmond,2753
2035816,tony,gillis,stanford merthyr,2327
6492271,keow,stanton,rushworth,3612
3608694,tracey,mckenzie,sale,3850
1118327,carmen,crimmins,moonee ponds,3039
1249401,kirsty,thompson,mount annan,2567
725115,nola,azzopardi,gulgong,2852
6230141,fiona,wilson,ivanhoe east,3079
3266581,susan,fields,hannaford,4406
6099072,vittorio,baumgartner,bacchus marsh,3340
2297988,kylie,wood,nicholson,3882
1576046,ernest,woolgar,stuart park,0820
725129,karen,lee,prahran,3181
3870863,narelle,caplan,darlinghurst,2010
3477651,cornelia,foulds,cooloongup,6168
2953366,gary,pratt,boisdale,3860
69786,marie,day,golden beach,4551
1511581,wilhilmena,tong,pennant hills,2120
6754464,wah,mcmahon,smithfield heights,4878
6623393,scott,johnson,nollamara,6061
4919466,kenneth,owen,craigieburn,3064
1642667,piet,psaila,sunshine north,3020
2035895,margaret,taylor,sebastopol,3356
5574841,ali,carr,werribee,3030
4788436,mandy,warner,wamboin,2620
5181662,vicki,hamann,nailsworth,5083
4205947,luke,pogonowski,bateau bay,2261
5968105,peter,zarepski,torrensville,5031
2298096,paul,abraham,whyalla playford,5600
3215603,bruce,crossman,liston,2372
5050618,stephen,taylor,berwick,3806
6754557,barrie,robbins,lorne,3232
4657407,bridget,jacobs,pakenham,3810
200964,claire,harrison,bowen,4805
6885640,theodore,kinna,montmorency,3094
725258,ross,williams,nambucca heads,2448
594188,john,jupp,leinster,6437
4133144,russell,odgers,ocean vista,7320
6623517,raymond,cathcart,bentleigh east,3165
4395295,karen,uddin,lakemba,2195
6623520,angela,white,hamilton hill,6163
6230306,valerie,howard,south morang,3752
3215657,dora,spence,cowra,2794
4002092,desley,charara,hornsby,2077
4002095,robert,ross,the entrance,2261
4133168,denise,sulaiman,campsie,2194
856371,cathy,flower,parklea,2768
4657465,steven,vozzo,woolooware,2230
725315,robert,baxter,geebung,4034
332103,peter,james,east fremantle,6158
594249,kwong,hiratos,mansfield,4122
5312850,leisa,batchelor,jerrabomberra,2619
5706067,anthony,bertuccio,leichhardt,2040
4526422,marie,gale,ingleburn,2565
2298204,diana,aperlic,forest hill,3131
1773918,victor,witt,caroline springs,3023
6623591,joanne,lakis,holland park west,4121
69992,jocelyn,thomas,moorlands,5301
6754667,nicola,henley,ballajura,6066
4264304,joyce,wicks,whitfield,4870
1606376,adelino,mcauley,st kilda,3182
987511,pamela,gaylard,north haven,5018
5101631,rosa,moore,templestowe,3106
5181820,esperanza,townend,warragamba,2752
594302,catrina,spilsbury,aspendale,3195
1380737,rhonda,gough,waggrakine,6530
6754691,stuart,aquilia,stirling,6021
3084679,marco,glover,watsonia,3087
5706120,adalbert,satchell,kew east,3102
5312905,dong,noordam,walla walla,2659
4526474,alfred,bgernback,east melbourne,3002
645186,keren,young,smithfield,2164
3084690,janet,amble,south fremantle,6162
1511832,sarah,cameron,pyrmont,2009
201114,li,copley,palmers channel,2463
3871133,alannah,murchie,pyrmont,2009
1966367,butch,bittar,american river,5221
6230450,debbie,o'donnell,albany creek,4035
3346870,michael,xuereb,blackburn,3130
5968314,helen,loday,randwick,2031
4657595,margaret,gush,birkdale,4159
4919741,karen,marurai,georges hall,2198
725440,violet,donnellan,frankston,3199
3084739,arthur,warner,brighton,5048
4846952,scott,reed,croydon,3136
4919778,norma,haren,marion,5043
6754798,karoline,maynard,hillarys,6025
2036207,kay,egan,ocean view,4521
3346928,alan,rose,bowral,2576
3740147,graeme,mallam,coogee,2034
2167284,linda,cakaric,meadow heights,3048
70135,kym,roberts,woodville,5011
594424,andrew,waldrum,rochedale south,4123
4526586,cheryl,yoshimura-hill,yallambie,3085
4919815,mark,grozier,epping,2121
5444104,pamela,crowhurst,mungar,4650
5706257,susan,wotton,carlingford,2118
2953751,raquilino,mcnamara,lavington,2641
1118745,uliana,hoare,devonport,7310
725532,carmel,martin,kirwan,4817
5706293,lieu,geldard,warrandyte,3113
1643071,chao,clayton,leumeah,2560
4919872,lam,hicks,enoggera,4051
2691649,melinda,petrovski,yagoona,2199
5444164,francis,scougall,kenmore,4069
5429345,margaret,little,bellingham,7254
5575240,john,manley,frankston,3199
725580,helen,goff,box hill,3128
6361693,ian,cummings,wurtulla,4575
1249887,marion,williams,katherine,0850
6652688,coralie,anderson,panania,2213
5968482,john,mcdonald,laverton,3028
1249892,peter,bleijenberg,wyong,2259
3609202,hazel,jefferies,wooloowin,4030
4133498,isla,pellow,north rockhampton,4701
3609211,roderick,bulter,dee why,2099
5313149,neil,peterson,blakehurst,2221
5444226,arthur,harper,surrey hills,3127
5968526,hou,hayes,forster,2428
1512086,moke,banwell-young,collingwood park,4301
6754988,veronica,lindsey,kenilworth,4574
3347127,terry,orr,lowood,4311
4264634,idilio,liatopoulos,box hill,3128
5968576,lisa,ziems,bribie island,4507
2429633,francesco,frame,manly,2095
5968583,christopher,gordon,yarra glen,3775
1381066,uk,cohen,wallsend,2287
4264651,grace,yeates,cockatoo,3781
5313233,libero,drilling,north tamborine,4272
6361810,luisa,orr,hawthorn,3122
4002518,simon,coates,mooloolaba,4557
725723,david,rose,goonellabah,2480
594657,michael,wright,mildura,3500
3609316,paul,power,armadale,6112
5051110,jenny,naylor,hebersham,2770
1905387,elizabeth,anderson,yarralumla,2600
5182193,sam,trnacek,berwick,3806
1250044,peter,o'neill,glendalough,6016
2560770,carolyn,berry,springfield,4300
1250058,valerie,malin,peak hill,2869
70412,ian,quaini,grange,5022
2786093,sarah,campbell,couridjah,2571
332568,kathleen,jackson,berkeley vale,2261
3478313,leanne,lewis,ipswich,4305
4264748,jozef,portland,newman,6753
463674,aleasha,comerford,tempe,2044
1250110,veronica,spehr,tanunda,5352
3288545,rhonda,alexander,yass,2582
6624081,umakant,surace,malvern east,3148
2429781,charles,josey,carseldine,4034
3347294,leonie,stevens,kangaroo point,4169
4002661,gavin,mcclean,wembley,6014
2167655,anna,marks,mount gambier,5290
2429807,lisa,lee,erina heights,2260
4526961,vinh,secomb,west lakes,5021
3740546,margaret,griffin,clovelly,2031
2823048,margaret,griffiths,lindfield,2070
2167690,bich,welsh,tallangatta,3700
3740556,susan,scuderi,gladesville,2111
5837724,rosemaree,dyer,cottesloe,6011
5313442,yun,hollahan,marsfield,2122
5313453,andrew,singlehurst,bundanoon,2578
463799,tracy,woodward,colebrook,7027
4002746,lynnette,jones,werribee,3030
3609553,penelope,barton-ilic,bendigo,3550
5313497,susan,hull,lalor park,2147
5968859,vicki,chan,bray park,4500
201706,jessica,moulday,kensington,3031
4133872,martine,bryant,bangor,2234
3871740,katrina,downs,tin can bay,4580
6099966,robert,cattell,manly,2095
1643524,annie,taylor,acheron,3714
2589528,julie,wood,eumundi,4562
5575709,louise,di marco,balwyn north,3104
5706789,jeffrey,brownsea,beaumaris,3193
332840,jody,oliver,cranbourne north,3977
1512489,sarwat,staker,sale,3850
463925,justine,samtoso,jesmond,2299
3085374,thirza,walsh,belmont,3216
595008,auriel,o'connor,mansfield,4122
3085387,ken,hurst,currumbin valley,4223
2036824,katina,jenner,toowoomba,4350
2561117,ann,hart,mount waverley,3149
6493300,jan,gazelakis,yarraville,3013
1119350,kevin,manolas,perth,6000
3354132,chandanie,thomson,pinjarra,6208
2430074,andrew,evans,glenorie,2157
4265084,cemaliye,hughes,maroochydore,4558
1119361,cheryle,blayney,avoca beach,2251
1774725,peter,clymo,cherrybrook,2126
6624391,kathryn,farmer,oakleigh,3166
4527243,deborah,mckay,wollongong north,2500
726156,noel,pawley,tea gardens,2324
4265103,kenneth,blakeney,yea,3717
4658321,nikki,cooper,bradbury,2560
6624411,neville,griffin,bilgola plateau,2107
3347614,margaret,colley,beechboro,6063
464036,sharon,el tabarani,banksia,2216
5837995,alex,brooks,mosman,2088
857269,william,laux,sale,3850
2954426,filippo,scott,roma,4455
4789446,stephen,dau,gladstone,4680
5838025,mia,stewart,noosa heads,4567
6755538,angela,wang,kingsford,2032
1119443,david,ianculovici,west hobart,7000
6647593,shienny,coombe,magill,5072
4658404,mervyn,o'brien,newtown,2042
6362342,dolores,moore,bordertown,5268
595187,shane,warren,eaton,6232
2036980,sharon,mannino,woodvale,6026
4003072,jayendra,houldsworth,donnybrook,4510
5313793,adolf,home,margaret river,6285
6755586,ian,moore,maroochydore,4558
5444867,francine,baker,toowoomba,4350
4003083,simon,allan,burwood,2134
2692376,marie,schyff,haigslea,4306
5707035,joyce,clarke,fawkner,3060
3872034,samantha,moylan,shepparton,3630
2037034,claudia,tortell,miranda,2228
4134191,chi,morse,toongabbie,2146
5647923,ching,mclean,keperra,4054
1905972,margaret,scott,ferguson,6236
5838135,john,spinks,wamberal,2260
1250624,therese,burton,tewantin,4565
2168129,shi,lazzo,buninyong,3357
202069,frances,dowling,dover gardens,5048
2823511,leone,elsley,ferntree gully,3156
6231388,madeleine,yule,hyams beach,2540
6493535,nicholas,lowis,birkdale,4159
4658531,bouavan,mottershead,forest grove,6286
2865490,robyn,tragaris,roselands,2196
2561394,james,wallis,bellevue hill,2023
333175,peta,taylor,picton,2571
1774983,stephen,peters,bendigo,3550
4265369,maree,prpctor,berkeley vale,2261
71077,ursula,wen,clayton,3168
2954668,hee,blundstone,lane cove,2066
2692525,tracy,kemp,yandina,4561
6755767,susan,mason,buderim,4556
464317,debra,jamieson,ocean reef,6027
3872191,joan,rzungu,kogarah,2217
6231507,david,glenn,drayton,4350
1119716,jan,jolley,lesmurdie,6076
2589607,yolande,holmes,cranbourne,3977
6886897,ronald,pedersen,duffy,2611
5051892,norman,evans,wollongong,2500
5707255,david,phillips,salisbury,5108
5445116,jose,haymes,brighton,3186
6493693,anne,beggs,corio,3214
6624767,lynette,kollios,essendon,3040
5576199,mary,fuller,newstead,4006
3085833,julie,kuilboer,maryborough west,4650
857612,senh,smith,burwood east,3151
4003345,brett,hokin,careel bay,2107
4920856,wen,christensen,chelsea,3196
3216921,judith,wells,warialda,2402
4265505,rita,russell,geebung,4034
71204,greg,saunders,warrandyte,3113
3348005,deborah,graham,wagga wagga,2650
1513012,christian,stevens,traralgon,3844
2430522,martin,neal,oxley island,2430
71228,leslie,gregory,rostrevor,5073
6150410,nicolette,toumbourou,blackburn north,3130
6231617,petra,hush,roselands,2196
5838405,mary,whitney,collingwood,3066
5707334,shawn,thomas,lansvale,2166
1119825,viet,crossley,caloundra west,4551
2430564,elizabeth,noble,tura beach,2548
4396649,rosa,doig,rutherglen,3685
492477,alan,bell,st huberts island,2257
6493811,ian,applebee,browns plains,4118
3610236,elizabeth,mclaren,narre warren,3805
988814,elizabeth,edwards,tongala,3621
5969568,michael,bowley,castle hill,2154
1906338,mary,bali,miami,6210
2299555,maurice,plunkett,bass hill,2197
2168484,katrina,sheridan,north parramatta,2151
1250981,arthur,russo,concord west,2138
6100647,leanne,benton,bassendean,6054
3610284,samantha,jellings,aldinga beach,5173
3348145,carmen,gretner,buderim,4556
4921010,alan,murphy,southport,4215
595636,dorothy,matheson,bardon,4065
2037431,bernard,grzybowski,collie,6225
5445307,christopher,brophy,mount waverley,3149
2299580,christopher,mohebbi,hawthorn,3122
857791,joanne,hart,eagle vale,2558
2561729,miro,smith,dee why,2099
4789973,sherill,morey,scottsdale,7260
77433,mika,blunt,edmonton,4869
4789978,dennis,shugg,geographe,6280
6756060,nicola,cheetham,roseville,2069
4789984,marinus,fennessy,healesville,3777
1382113,janice,chislett,kenley,3597
4527854,chrisafo,shepherd,mount isa,4825
5183225,lorna,lewis,coorparoo,4151
5052155,patricia,javorsky,mermaid waters,4218
1906429,sandra,frangie,petersham,2049
1251070,tuan,ma,lane cove,2066
1120003,william,hancock,halls head,6210
3086087,julie,oswald,deviot,7275
3086092,jin,matthews,woorinen,3589
1235245,arthur,roissetter,mount gambier,5290
5707549,jan,hibbard,berkshire park,2765
6756135,wayne,reany,thornlie,6108
4228060,min,smeaton,yallambie,3085
2087218,david,ng,cowes,3922
4527922,fei,nettur,malvern,3144
2430773,giovanni,edmands,moonah,7009
2823990,ian,fell,baulkham hills,2153
464704,joanna,beach,fernvale,4306
1513282,jennifer,morris,chadstone,3148
2824007,natalie,stevenson,kew,3101
5473252,mary,mcginniss,canterbury,3126
3217248,ezio,bormolini,gordonvale,4865
3348325,allison,hazell,castle hill,2154
857960,ralph,maher,koorawatha,2807
857962,moreno,gandy,panania,2213
3086215,bruce,conlan,kenmore,4069
5576587,ann,morrison,westleigh,2120
989070,kazimierz,williams,east melbourne,3002
